transaction_id,sender_account,receiver_account,sender_customer_id,amount,transaction_type,transaction_time,hour_of_day,location,is_new_beneficiary,is_high_risk_country,is_suspicious
TXN-12102,ACC-50027,ACC-50014,CUST-1027,15205.38,TRANSFER,2026-08-03 23:42:00,15,"Mumbai, IN",1,0,0
TXN-11094,ACC-50025,ACC-50005,CUST-1025,71819.94,TRANSFER,2026-08-11 18:24:00,10,"Mumbai, IN",0,0,0
TXN-10888,ACC-50131,ACC-50015,CUST-1131,6658.29,TRANSFER,2026-08-06 05:07:00,21,"Mumbai, IN",0,0,0
TXN-10423,ACC-50057,ACC-50044,CUST-1057,12213.19,TRANSFER,2026-08-06 02:19:00,18,"Mumbai, IN",0,0,0
TXN-11808,ACC-50001,ACC-50084,CUST-1001,19789.65,TRANSFER,2026-08-02 02:19:00,18,"Mumbai, IN",0,0,0
TXN-12347,ACC-50091,ACC-50002,CUST-1091,122817.99,WIRE,2026-08-03 11:08:00,3,"Dubai, AE",1,1,1
TXN-11587,ACC-50133,ACC-50081,CUST-1133,8446.15,TRANSFER,2026-08-11 06:05:00,22,"Bangalore, IN",0,0,0
TXN-10840,ACC-50118,ACC-50000,CUST-1118,5115.23,TRANSFER,2026-08-06 16:24:00,8,"Mumbai, IN",1,0,0
TXN-10065,ACC-50064,ACC-50020,CUST-1064,5460.95,TRANSFER,2026-08-10 05:01:00,21,"Delhi, IN",0,0,0
TXN-11645,ACC-50070,ACC-50129,CUST-1070,93723.34,TRANSFER,2026-08-07 15:38:00,7,"Mumbai, IN",0,0,0
TXN-11710,ACC-50038,ACC-50039,CUST-1038,27018.45,TRANSFER,2026-08-04 23:36:00,15,"Mumbai, IN",0,0,0
TXN-11457,ACC-50071,ACC-50078,CUST-1071,11067.94,CASH_DEPOSIT,2026-08-12 02:04:00,18,"Mumbai, IN",1,0,0
TXN-11559,ACC-50082,ACC-50109,CUST-1082,5172.54,CASH_DEPOSIT,2026-08-02 06:47:00,22,"Mumbai, IN",0,0,0
TXN-10230,ACC-50081,ACC-50061,CUST-1081,9480.99,CASH_DEPOSIT,2026-08-06 04:07:00,20,"Mumbai, IN",0,0,0
TXN-11575,ACC-50120,ACC-50118,CUST-1120,57630.88,TRANSFER,2026-08-06 20:59:00,12,"Mumbai, IN",0,0,0
TXN-11569,ACC-50118,ACC-50124,CUST-1118,4909.01,TRANSFER,2026-08-03 06:35:00,22,"Mumbai, IN",0,0,0
TXN-11185,ACC-50031,ACC-50136,CUST-1031,27014.44,CASH_DEPOSIT,2026-08-04 22:44:00,14,"Mumbai, IN",1,0,0
TXN-10889,ACC-50024,ACC-50032,CUST-1024,16273.31,TRANSFER,2026-08-04 20:37:00,12,"Mumbai, IN",0,0,0
TXN-11399,ACC-50147,ACC-50122,CUST-1147,3730.47,TRANSFER,2026-08-07 05:17:00,21,"Mumbai, IN",0,0,0
TXN-10729,ACC-50053,ACC-50107,CUST-1053,16784.95,CASH_DEPOSIT,2026-08-07 03:02:00,19,"Mumbai, IN",0,0,0
TXN-10736,ACC-50016,ACC-50039,CUST-1016,4939.76,CASH_DEPOSIT,2026-08-01 22:53:00,14,"Bangalore, IN",0,0,0
TXN-11073,ACC-50006,ACC-50086,CUST-1006,18261.49,CASH_DEPOSIT,2026-08-02 22:15:00,14,"Mumbai, IN",0,0,0
TXN-10374,ACC-50100,ACC-50075,CUST-1100,9214.36,CASH_DEPOSIT,2026-08-04 15:50:00,7,"Mumbai, IN",0,0,0
TXN-10759,ACC-50145,ACC-50087,CUST-1145,1937.4,TRANSFER,2026-08-11 21:11:00,13,"Mumbai, IN",1,0,0
TXN-12250,ACC-50036,ACC-50102,CUST-1036,86461.49,WIRE,2026-08-02 09:52:00,1,"Panama City, PA",1,0,1
TXN-11667,ACC-50084,ACC-50040,CUST-1084,4556.78,TRANSFER,2026-08-02 21:29:00,13,"Mumbai, IN",1,0,0
TXN-10297,ACC-50065,ACC-50126,CUST-1065,8744.46,TRANSFER,2026-08-04 05:29:00,21,"Mumbai, IN",0,0,0
TXN-10598,ACC-50058,ACC-50081,CUST-1058,14916.62,TRANSFER,2026-08-10 03:22:00,19,"Mumbai, IN",0,0,0
TXN-11971,ACC-50096,ACC-50011,CUST-1096,30600.91,CASH_DEPOSIT,2026-08-04 23:11:00,15,"Bangalore, IN",1,0,0
TXN-10099,ACC-50073,ACC-50103,CUST-1073,8769.88,CASH_DEPOSIT,2026-08-02 15:29:00,7,"Mumbai, IN",0,0,0
TXN-11054,ACC-50054,ACC-50131,CUST-1054,2245.69,TRANSFER,2026-08-03 23:02:00,15,"Mumbai, IN",0,0,0
TXN-11779,ACC-50053,ACC-50143,CUST-1053,9254.19,CASH_DEPOSIT,2026-08-08 00:47:00,16,"Mumbai, IN",0,0,0
TXN-11237,ACC-50023,ACC-50043,CUST-1023,5666.9,TRANSFER,2026-08-05 15:05:00,7,"Mumbai, IN",1,0,0
TXN-10529,ACC-50041,ACC-50066,CUST-1041,5183.01,TRANSFER,2026-08-08 14:21:00,6,"Mumbai, IN",0,0,0
TXN-11933,ACC-50083,ACC-50118,CUST-1083,3477.36,CASH_DEPOSIT,2026-08-04 02:38:00,18,"Mumbai, IN",0,0,0
TXN-11612,ACC-50008,ACC-50083,CUST-1008,5239.78,TRANSFER,2026-08-06 17:40:00,9,"Mumbai, IN",1,0,0
TXN-11208,ACC-50050,ACC-50002,CUST-1050,5994.32,TRANSFER,2026-08-11 01:46:00,17,"Mumbai, IN",0,0,0
TXN-10636,ACC-50038,ACC-50012,CUST-1038,29939.08,CASH_DEPOSIT,2026-08-02 14:11:00,6,"Mumbai, IN",1,0,0
TXN-12196,ACC-50040,ACC-50048,CUST-1040,9277.4,WIRE,2026-08-01 09:51:00,1,"Delhi, IN",1,0,1
TXN-10185,ACC-50105,ACC-50093,CUST-1105,12416.43,CASH_DEPOSIT,2026-08-10 21:28:00,13,"Mumbai, IN",1,0,0
TXN-11996,ACC-50148,ACC-50133,CUST-1148,11000.95,TRANSFER,2026-08-05 19:07:00,11,"Mumbai, IN",0,0,0
TXN-10944,ACC-50090,ACC-50108,CUST-1090,2460.56,TRANSFER,2026-08-02 00:29:00,16,"Mumbai, IN",0,0,0
TXN-11804,ACC-50035,ACC-50088,CUST-1035,27943.12,CASH_DEPOSIT,2026-08-05 19:06:00,11,"Mumbai, IN",1,0,0
TXN-11656,ACC-50045,ACC-50040,CUST-1045,4289.24,CASH_DEPOSIT,2026-08-08 02:35:00,18,"Mumbai, IN",1,0,0
TXN-11778,ACC-50070,ACC-50115,CUST-1070,51773.2,TRANSFER,2026-08-08 15:20:00,7,"Delhi, IN",0,0,0
TXN-10511,ACC-50104,ACC-50027,CUST-1104,5039.14,TRANSFER,2026-08-04 22:39:00,14,"Mumbai, IN",1,0,0
TXN-10800,ACC-50146,ACC-50064,CUST-1146,27994.17,TRANSFER,2026-08-09 04:01:00,20,"Mumbai, IN",0,0,0
TXN-11134,ACC-50097,ACC-50087,CUST-1097,4959.04,CASH_DEPOSIT,2026-08-05 02:54:00,18,"Mumbai, IN",0,0,0
TXN-11394,ACC-50007,ACC-50058,CUST-1007,4329.02,TRANSFER,2026-08-01 15:52:00,7,"Mumbai, IN",0,0,0
TXN-12405,ACC-50131,ACC-50108,CUST-1131,120558.0,WIRE,2026-08-07 10:29:00,2,"Dubai, AE",1,1,1
TXN-10607,ACC-50003,ACC-50054,CUST-1003,4679.02,CASH_DEPOSIT,2026-08-03 02:37:00,18,"Mumbai, IN",0,0,0
TXN-11207,ACC-50117,ACC-50041,CUST-1117,6102.32,CASH_DEPOSIT,2026-08-08 18:28:00,10,"Mumbai, IN",0,0,0
TXN-10151,ACC-50105,ACC-50090,CUST-1105,10107.28,CASH_DEPOSIT,2026-08-02 03:55:00,19,"Mumbai, IN",0,0,0
TXN-11557,ACC-50069,ACC-50021,CUST-1069,7010.68,TRANSFER,2026-08-09 16:04:00,8,"Mumbai, IN",1,0,0
TXN-10856,ACC-50046,ACC-50044,CUST-1046,23057.18,TRANSFER,2026-08-04 18:10:00,10,"Mumbai, IN",0,0,0
TXN-11135,ACC-50029,ACC-50035,CUST-1029,3600.1,CASH_DEPOSIT,2026-08-09 00:42:00,16,"Mumbai, IN",0,0,0
TXN-10874,ACC-50106,ACC-50045,CUST-1106,14205.99,TRANSFER,2026-08-12 05:58:00,21,"Mumbai, IN",0,0,0
TXN-12275,ACC-50084,ACC-50117,CUST-1084,111227.41,WIRE,2026-08-02 08:43:00,0,"Bangalore, IN",1,0,1
TXN-10023,ACC-50103,ACC-50030,CUST-1103,4273.65,TRANSFER,2026-08-10 21:37:00,13,"Mumbai, IN",1,0,0
TXN-10158,ACC-50039,ACC-50041,CUST-1039,3652.38,CASH_DEPOSIT,2026-08-02 15:43:00,7,"Mumbai, IN",1,0,0
TXN-10331,ACC-50084,ACC-50111,CUST-1084,4510.96,CASH_DEPOSIT,2026-08-02 17:00:00,9,"Mumbai, IN",0,0,0
TXN-11110,ACC-50084,ACC-50064,CUST-1084,5655.41,CASH_DEPOSIT,2026-08-11 23:47:00,15,"Mumbai, IN",0,0,0
TXN-12387,ACC-50091,ACC-50113,CUST-1091,137496.02,WIRE,2026-08-10 12:24:00,4,"Dubai, AE",1,1,1
TXN-11717,ACC-50017,ACC-50020,CUST-1017,98458.19,TRANSFER,2026-08-02 16:35:00,8,"Mumbai, IN",0,0,0
TXN-12365,ACC-50131,ACC-50009,CUST-1131,72974.63,WIRE,2026-08-04 12:35:00,4,"Panama City, PA",1,1,1
TXN-12449,ACC-59903,ACC-59904,CUST-9002,1077688.94,WIRE,2026-08-05 10:34:00,2,"George Town, KY",1,1,1
TXN-10642,ACC-50121,ACC-50099,CUST-1121,49503.1,TRANSFER,2026-08-06 23:59:00,15,"Mumbai, IN",0,0,0
TXN-11437,ACC-50145,ACC-50118,CUST-1145,5820.1,TRANSFER,2026-08-07 19:24:00,11,"Mumbai, IN",1,0,0
TXN-10311,ACC-50098,ACC-50035,CUST-1098,35811.76,TRANSFER,2026-08-06 16:32:00,8,"Mumbai, IN",0,0,0
TXN-10351,ACC-50138,ACC-50010,CUST-1138,42030.2,CASH_DEPOSIT,2026-08-05 04:34:00,20,"Mumbai, IN",0,0,0
TXN-10548,ACC-50049,ACC-50029,CUST-1049,5266.55,TRANSFER,2026-08-10 19:42:00,11,"Bangalore, IN",1,0,0
TXN-11744,ACC-50036,ACC-50058,CUST-1036,6686.17,TRANSFER,2026-08-02 16:47:00,8,"Mumbai, IN",0,0,0
TXN-11125,ACC-50052,ACC-50080,CUST-1052,55877.06,CASH_DEPOSIT,2026-08-12 03:52:00,19,"Mumbai, IN",0,0,0
TXN-10306,ACC-50014,ACC-50002,CUST-1014,15622.65,CASH_DEPOSIT,2026-08-08 19:05:00,11,"Mumbai, IN",0,0,0
TXN-10287,ACC-50014,ACC-50144,CUST-1014,14704.99,TRANSFER,2026-08-10 03:26:00,19,"Mumbai, IN",0,0,0
TXN-10694,ACC-50022,ACC-50098,CUST-1022,4161.62,TRANSFER,2026-08-11 06:43:00,22,"Mumbai, IN",1,0,0
TXN-10962,ACC-50066,ACC-50029,CUST-1066,2610.51,CASH_DEPOSIT,2026-08-04 00:02:00,16,"Delhi, IN",0,0,0
TXN-10630,ACC-50073,ACC-50121,CUST-1073,17571.02,CASH_DEPOSIT,2026-08-08 14:44:00,6,"Mumbai, IN",1,0,0
TXN-11812,ACC-50027,ACC-50090,CUST-1027,9039.29,TRANSFER,2026-08-09 19:37:00,11,"Delhi, IN",0,0,0
TXN-10949,ACC-50146,ACC-50057,CUST-1146,35440.02,TRANSFER,2026-08-09 14:01:00,6,"Mumbai, IN",0,0,0
TXN-11389,ACC-50098,ACC-50060,CUST-1098,14212.92,TRANSFER,2026-08-01 14:18:00,6,"Mumbai, IN",0,0,0
TXN-10986,ACC-50115,ACC-50067,CUST-1115,18734.9,TRANSFER,2026-08-04 00:58:00,16,"Mumbai, IN",0,0,0
TXN-10990,ACC-50048,ACC-50006,CUST-1048,14281.6,TRANSFER,2026-08-11 20:30:00,12,"Mumbai, IN",1,0,0
TXN-11590,ACC-50108,ACC-50054,CUST-1108,4662.72,TRANSFER,2026-08-06 20:24:00,12,"Mumbai, IN",0,0,0
TXN-10781,ACC-50064,ACC-50033,CUST-1064,3966.22,TRANSFER,2026-08-05 22:17:00,14,"Mumbai, IN",0,0,0
TXN-11376,ACC-50023,ACC-50090,CUST-1023,5484.62,CASH_DEPOSIT,2026-08-08 23:29:00,15,"Mumbai, IN",1,0,0
TXN-10836,ACC-50122,ACC-50025,CUST-1122,4298.45,TRANSFER,2026-08-05 04:31:00,20,"Mumbai, IN",0,0,0
TXN-11435,ACC-50144,ACC-50111,CUST-1144,4242.84,TRANSFER,2026-08-11 00:51:00,16,"Mumbai, IN",0,0,0
TXN-12417,ACC-50047,ACC-50129,CUST-1047,75773.53,WIRE,2026-08-07 09:56:00,1,"Panama City, PA",1,1,1
TXN-10013,ACC-50146,ACC-50148,CUST-1146,22491.24,CASH_DEPOSIT,2026-08-09 05:15:00,21,"Mumbai, IN",0,0,0
TXN-11220,ACC-50108,ACC-50000,CUST-1108,5361.13,TRANSFER,2026-08-01 21:19:00,13,"Delhi, IN",1,0,0
TXN-11407,ACC-50090,ACC-50067,CUST-1090,3398.7,TRANSFER,2026-08-09 17:59:00,9,"Mumbai, IN",0,0,0
TXN-10514,ACC-50001,ACC-50136,CUST-1001,26400.75,TRANSFER,2026-08-07 15:35:00,7,"Mumbai, IN",0,0,0
TXN-10409,ACC-50047,ACC-50071,CUST-1047,37517.66,TRANSFER,2026-08-03 22:28:00,14,"Mumbai, IN",0,0,0
TXN-10861,ACC-50146,ACC-50037,CUST-1146,25389.59,TRANSFER,2026-08-03 04:21:00,20,"Mumbai, IN",0,0,0
TXN-10313,ACC-50125,ACC-50058,CUST-1125,3804.66,CASH_DEPOSIT,2026-08-08 01:35:00,17,"Mumbai, IN",1,0,0
TXN-11870,ACC-50146,ACC-50004,CUST-1146,18477.53,CASH_DEPOSIT,2026-08-04 23:24:00,15,"Mumbai, IN",0,0,0
TXN-11302,ACC-50123,ACC-50105,CUST-1123,10322.27,TRANSFER,2026-08-12 00:08:00,16,"Mumbai, IN",1,0,0
TXN-11279,ACC-50088,ACC-50095,CUST-1088,11302.83,CASH_DEPOSIT,2026-08-10 00:05:00,16,"Mumbai, IN",1,0,0
TXN-12499,ACC-59901,ACC-59902,CUST-9000,991770.11,WIRE,2026-08-06 12:39:00,4,"George Town, KY",1,1,1
TXN-12358,ACC-50047,ACC-50027,CUST-1047,91222.69,WIRE,2026-08-03 11:55:00,3,"Dubai, AE",1,1,1
TXN-10382,ACC-50044,ACC-50030,CUST-1044,86686.28,TRANSFER,2026-08-03 14:45:00,6,"Mumbai, IN",1,0,0
TXN-11199,ACC-50027,ACC-50102,CUST-1027,14936.65,CASH_DEPOSIT,2026-08-08 14:34:00,6,"Mumbai, IN",0,0,0
TXN-11623,ACC-50062,ACC-50024,CUST-1062,3994.07,TRANSFER,2026-08-07 02:08:00,18,"Mumbai, IN",0,0,0
TXN-11877,ACC-50035,ACC-50052,CUST-1035,29523.91,TRANSFER,2026-08-02 16:11:00,8,"Mumbai, IN",1,0,0
TXN-11509,ACC-50080,ACC-50131,CUST-1080,4746.77,TRANSFER,2026-08-11 06:50:00,22,"Mumbai, IN",0,0,0
TXN-11001,ACC-50041,ACC-50054,CUST-1041,8869.56,TRANSFER,2026-08-02 23:44:00,15,"Mumbai, IN",0,0,0
TXN-12240,ACC-50114,ACC-50035,CUST-1114,1253419.09,WIRE,2026-08-03 21:42:00,13,"Bangalore, IN",1,0,1
TXN-10263,ACC-50109,ACC-50132,CUST-1109,13940.08,TRANSFER,2026-08-08 00:05:00,16,"Mumbai, IN",0,0,0
TXN-11290,ACC-50027,ACC-50139,CUST-1027,11184.66,TRANSFER,2026-08-03 00:54:00,16,"Mumbai, IN",1,0,0
TXN-12159,ACC-50015,ACC-50138,CUST-1015,9569.44,CASH_DEPOSIT,2026-08-09 19:33:00,11,"Delhi, IN",1,0,1
TXN-11783,ACC-50092,ACC-50040,CUST-1092,4709.26,TRANSFER,2026-08-01 19:20:00,11,"Mumbai, IN",0,0,0
TXN-10415,ACC-50061,ACC-50069,CUST-1061,4918.56,TRANSFER,2026-08-04 15:48:00,7,"Delhi, IN",0,0,0
TXN-11113,ACC-50053,ACC-50122,CUST-1053,6654.37,TRANSFER,2026-08-10 21:33:00,13,"Mumbai, IN",1,0,0
TXN-10358,ACC-50147,ACC-50068,CUST-1147,5107.35,TRANSFER,2026-08-09 03:24:00,19,"Mumbai, IN",0,0,0
TXN-11173,ACC-50078,ACC-50106,CUST-1078,9275.54,TRANSFER,2026-08-11 16:06:00,8,"Mumbai, IN",0,0,0
TXN-10008,ACC-50032,ACC-50122,CUST-1032,3811.22,TRANSFER,2026-08-09 19:16:00,11,"Mumbai, IN",0,0,0
TXN-12020,ACC-50020,ACC-50135,CUST-1020,2823.24,CASH_DEPOSIT,2026-08-03 22:28:00,14,"Mumbai, IN",1,0,0
TXN-10316,ACC-50113,ACC-50092,CUST-1113,111134.38,TRANSFER,2026-08-03 22:06:00,14,"Mumbai, IN",1,0,0
TXN-10304,ACC-50068,ACC-50102,CUST-1068,8902.51,CASH_DEPOSIT,2026-08-07 16:23:00,8,"Mumbai, IN",0,0,0
TXN-10427,ACC-50114,ACC-50002,CUST-1114,47834.59,TRANSFER,2026-08-04 22:13:00,14,"Mumbai, IN",0,0,0
TXN-10105,ACC-50123,ACC-50120,CUST-1123,10843.01,TRANSFER,2026-08-09 21:29:00,13,"Mumbai, IN",0,0,0
TXN-12044,ACC-50039,ACC-50097,CUST-1039,6019.06,TRANSFER,2026-08-09 00:42:00,16,"Mumbai, IN",0,0,0
TXN-10121,ACC-50146,ACC-50091,CUST-1146,23800.46,TRANSFER,2026-08-05 23:44:00,15,"Bangalore, IN",1,0,0
TXN-10821,ACC-50135,ACC-50024,CUST-1135,26955.05,TRANSFER,2026-08-10 01:55:00,17,"Mumbai, IN",0,0,0
TXN-11552,ACC-50090,ACC-50142,CUST-1090,5123.66,TRANSFER,2026-08-01 16:41:00,8,"Mumbai, IN",0,0,0
TXN-12290,ACC-50093,ACC-50054,CUST-1093,667892.47,WIRE,2026-08-09 23:46:00,15,"Delhi, IN",1,0,1
TXN-11398,ACC-50081,ACC-50037,CUST-1081,13745.04,TRANSFER,2026-08-09 03:40:00,19,"Mumbai, IN",0,0,0
TXN-11775,ACC-50117,ACC-50147,CUST-1117,3774.37,TRANSFER,2026-08-08 06:02:00,22,"Mumbai, IN",1,0,0
TXN-12299,ACC-50128,ACC-50032,CUST-1128,874087.54,WIRE,2026-08-03 03:58:00,19,"Delhi, IN",1,1,1
TXN-10115,ACC-50113,ACC-50042,CUST-1113,57776.09,TRANSFER,2026-08-01 23:57:00,15,"Mumbai, IN",0,0,0
TXN-11513,ACC-50092,ACC-50059,CUST-1092,5357.55,TRANSFER,2026-08-03 04:20:00,20,"Mumbai, IN",1,0,0
TXN-10744,ACC-50026,ACC-50134,CUST-1026,43215.41,CASH_DEPOSIT,2026-08-10 23:01:00,15,"Mumbai, IN",0,0,0
TXN-11558,ACC-50005,ACC-50003,CUST-1005,2187.24,CASH_DEPOSIT,2026-08-10 18:06:00,10,"Mumbai, IN",0,0,0
TXN-12333,ACC-50091,ACC-50041,CUST-1091,173802.72,WIRE,2026-08-03 09:01:00,1,"Dubai, AE",1,1,1
TXN-10911,ACC-50067,ACC-50127,CUST-1067,51883.65,CASH_DEPOSIT,2026-08-12 02:39:00,18,"Mumbai, IN",0,0,0
TXN-11488,ACC-50031,ACC-50096,CUST-1031,28848.29,TRANSFER,2026-08-04 18:02:00,10,"Mumbai, IN",1,0,0
TXN-10672,ACC-50076,ACC-50009,CUST-1076,5286.65,CASH_DEPOSIT,2026-08-02 02:05:00,18,"Mumbai, IN",1,0,0
TXN-12306,ACC-50112,ACC-50074,CUST-1112,117883.1,WIRE,2026-08-01 12:47:00,4,"Bangalore, IN",1,0,1
TXN-12051,ACC-50062,ACC-50057,CUST-1062,3528.25,CASH_DEPOSIT,2026-08-08 14:27:00,6,"Mumbai, IN",0,0,0
TXN-11640,ACC-50134,ACC-50146,CUST-1134,4537.95,CASH_DEPOSIT,2026-08-03 04:02:00,20,"Mumbai, IN",0,0,0
TXN-10309,ACC-50045,ACC-50081,CUST-1045,3305.44,TRANSFER,2026-08-10 14:13:00,6,"Mumbai, IN",1,0,0
TXN-10591,ACC-50000,ACC-50041,CUST-1000,4455.74,CASH_DEPOSIT,2026-08-07 16:17:00,8,"Mumbai, IN",1,0,0
TXN-10462,ACC-50070,ACC-50109,CUST-1070,117793.04,CASH_DEPOSIT,2026-08-07 02:54:00,18,"Mumbai, IN",1,0,0
TXN-11987,ACC-50061,ACC-50134,CUST-1061,4629.46,CASH_DEPOSIT,2026-08-02 23:31:00,15,"Mumbai, IN",1,0,0
TXN-10941,ACC-50065,ACC-50078,CUST-1065,11774.66,CASH_DEPOSIT,2026-08-04 16:59:00,8,"Mumbai, IN",0,0,0
TXN-11647,ACC-50118,ACC-50081,CUST-1118,3791.19,TRANSFER,2026-08-04 17:14:00,9,"Mumbai, IN",0,0,0
TXN-12366,ACC-50091,ACC-50103,CUST-1091,82282.95,WIRE,2026-08-03 09:31:00,1,"George Town, KY",1,1,1
TXN-10552,ACC-50144,ACC-50146,CUST-1144,5839.69,CASH_DEPOSIT,2026-08-07 01:51:00,17,"Mumbai, IN",0,0,0
TXN-10087,ACC-50057,ACC-50134,CUST-1057,11531.49,CASH_DEPOSIT,2026-08-09 02:28:00,18,"Delhi, IN",0,0,0
TXN-10690,ACC-50128,ACC-50117,CUST-1128,51994.55,TRANSFER,2026-08-04 14:02:00,6,"Mumbai, IN",1,0,0
TXN-11691,ACC-50076,ACC-50146,CUST-1076,5358.87,TRANSFER,2026-08-07 14:37:00,6,"Mumbai, IN",1,0,0
TXN-12412,ACC-50091,ACC-50140,CUST-1091,78568.41,WIRE,2026-08-10 11:59:00,3,"George Town, KY",1,1,1
TXN-11615,ACC-50121,ACC-50062,CUST-1121,37007.38,TRANSFER,2026-08-06 22:46:00,14,"Mumbai, IN",1,0,0
TXN-11161,ACC-50092,ACC-50102,CUST-1092,5204.8,CASH_DEPOSIT,2026-08-09 02:10:00,18,"Mumbai, IN",1,0,0
TXN-12420,ACC-50131,ACC-50028,CUST-1131,124177.22,WIRE,2026-08-11 10:22:00,2,"Dubai, AE",1,1,1
TXN-11413,ACC-50100,ACC-50101,CUST-1100,13541.91,CASH_DEPOSIT,2026-08-05 17:14:00,9,"Mumbai, IN",0,0,0
TXN-12219,ACC-50040,ACC-50134,CUST-1040,9351.22,WIRE,2026-08-07 02:50:00,18,"Mumbai, IN",1,0,1
TXN-10543,ACC-50022,ACC-50073,CUST-1022,2644.66,TRANSFER,2026-08-08 04:24:00,20,"Mumbai, IN",0,0,0
TXN-11760,ACC-50000,ACC-50020,CUST-1000,6783.37,TRANSFER,2026-08-09 22:45:00,14,"Mumbai, IN",0,0,0
TXN-12216,ACC-50074,ACC-50149,CUST-1074,9701.42,CASH_DEPOSIT,2026-08-10 18:18:00,10,"Mumbai, IN",1,0,1
TXN-10494,ACC-50084,ACC-50092,CUST-1084,5027.65,TRANSFER,2026-08-06 04:39:00,20,"Mumbai, IN",0,0,0
TXN-10365,ACC-50021,ACC-50096,CUST-1021,3531.85,TRANSFER,2026-08-07 19:03:00,11,"Mumbai, IN",0,0,0
TXN-12258,ACC-50030,ACC-50117,CUST-1030,103048.91,WIRE,2026-08-08 09:25:00,1,"Dubai, AE",1,1,1
TXN-11550,ACC-50056,ACC-50147,CUST-1056,27429.19,TRANSFER,2026-08-04 19:34:00,11,"Mumbai, IN",0,0,0
TXN-10273,ACC-50143,ACC-50118,CUST-1143,10246.35,CASH_DEPOSIT,2026-08-01 23:46:00,15,"Mumbai, IN",0,0,0
TXN-10788,ACC-50114,ACC-50097,CUST-1114,57842.53,TRANSFER,2026-08-12 00:33:00,16,"Mumbai, IN",0,0,0
TXN-10071,ACC-50094,ACC-50017,CUST-1094,14197.33,TRANSFER,2026-08-07 06:41:00,22,"Delhi, IN",0,0,0
TXN-11242,ACC-50108,ACC-50127,CUST-1108,3822.65,TRANSFER,2026-08-07 02:10:00,18,"Mumbai, IN",0,0,0
TXN-11811,ACC-50113,ACC-50007,CUST-1113,104570.65,TRANSFER,2026-08-09 15:59:00,7,"Delhi, IN",0,0,0
TXN-10063,ACC-50021,ACC-50110,CUST-1021,3960.64,TRANSFER,2026-08-08 18:55:00,10,"Mumbai, IN",1,0,0
TXN-10394,ACC-50002,ACC-50086,CUST-1002,3515.59,CASH_DEPOSIT,2026-08-11 14:48:00,6,"Bangalore, IN",0,0,0
TXN-11204,ACC-50040,ACC-50005,CUST-1040,46269.63,TRANSFER,2026-08-08 02:21:00,18,"Mumbai, IN",0,0,0
TXN-10343,ACC-50021,ACC-50035,CUST-1021,1683.3,CASH_DEPOSIT,2026-08-05 00:07:00,16,"Mumbai, IN",0,0,0
TXN-11374,ACC-50132,ACC-50131,CUST-1132,51840.05,TRANSFER,2026-08-06 18:13:00,10,"Mumbai, IN",0,0,0
TXN-11380,ACC-50145,ACC-50090,CUST-1145,6324.66,TRANSFER,2026-08-12 01:57:00,17,"Mumbai, IN",0,0,0
TXN-10500,ACC-50132,ACC-50134,CUST-1132,56123.79,TRANSFER,2026-08-11 17:27:00,9,"Mumbai, IN",0,0,0
TXN-11672,ACC-50105,ACC-50086,CUST-1105,11613.71,CASH_DEPOSIT,2026-08-04 18:58:00,10,"Mumbai, IN",0,0,0
TXN-10677,ACC-50121,ACC-50147,CUST-1121,82448.82,CASH_DEPOSIT,2026-08-07 15:35:00,7,"Mumbai, IN",1,0,0
TXN-11027,ACC-50143,ACC-50132,CUST-1143,11799.23,TRANSFER,2026-08-06 02:55:00,18,"Mumbai, IN",1,0,0
TXN-11886,ACC-50016,ACC-50146,CUST-1016,1156.5,CASH_DEPOSIT,2026-08-06 22:46:00,14,"Mumbai, IN",1,0,0
TXN-12465,ACC-59903,ACC-59904,CUST-9002,931996.45,WIRE,2026-08-02 12:54:00,4,"George Town, KY",1,1,1
TXN-10272,ACC-50130,ACC-50114,CUST-1130,9657.69,TRANSFER,2026-08-03 15:29:00,7,"Mumbai, IN",0,0,0
TXN-12473,ACC-59903,ACC-59904,CUST-9002,810451.45,WIRE,2026-08-05 11:04:00,3,"George Town, KY",1,1,1
TXN-10205,ACC-50098,ACC-50086,CUST-1098,14649.24,CASH_DEPOSIT,2026-08-08 19:31:00,11,"Bangalore, IN",0,0,0
TXN-10733,ACC-50009,ACC-50035,CUST-1009,17184.42,CASH_DEPOSIT,2026-08-12 05:09:00,21,"Bangalore, IN",0,0,0
TXN-10152,ACC-50026,ACC-50148,CUST-1026,38613.01,TRANSFER,2026-08-04 06:13:00,22,"Mumbai, IN",0,0,0
TXN-12370,ACC-50091,ACC-50026,CUST-1091,78277.91,WIRE,2026-08-04 12:45:00,4,"George Town, KY",1,1,1
TXN-10557,ACC-50009,ACC-50142,CUST-1009,6020.54,CASH_DEPOSIT,2026-08-09 22:34:00,14,"Mumbai, IN",0,0,0
TXN-10377,ACC-50004,ACC-50018,CUST-1004,17385.76,TRANSFER,2026-08-04 14:16:00,6,"Delhi, IN",0,0,0
TXN-10535,ACC-50098,ACC-50065,CUST-1098,38281.0,CASH_DEPOSIT,2026-08-09 23:01:00,15,"Mumbai, IN",1,0,0
TXN-10973,ACC-50115,ACC-50083,CUST-1115,25304.44,TRANSFER,2026-08-01 18:13:00,10,"Mumbai, IN",0,0,0
